gun,saat,cinsiyet,bolge,uyelik_tipi,uye_sayisi,memnuniyet
Pazartesi,10:00,Kadin,Grup Stüdyosu,Ogrenci,18,7.3
Pazartesi,10:00,Kadin,SPA & Sauna,Premium,15,8.3
Pazartesi,11:00,Erkek,Agirlik Istasyonu,VIP,24,8.5
Pazartesi,11:00,Erkek,Kardiyo,Premium,9,6.6
Pazartesi,11:00,Erkek,Yuzme Havuzu,VIP,7,9.1
Pazartesi,11:00,Erkek,Grup Stüdyosu,Ogrenci,12,8.1
Pazartesi,11:00,Erkek,SPA & Sauna,VIP,7,9.1
Pazartesi,11:00,Kadin,Agirlik Istasyonu,Ogrenci,11,7.9
Pazartesi,11:00,Kadin,Kardiyo,Standart,16,8.9
Pazartesi,11:00,Kadin,Yuzme Havuzu,Ogrenci,14,7.8
Pazartesi,11:00,Kadin,Grup Stüdyosu,Premium,10,7.6
Pazartesi,11:00,Kadin,SPA & Sauna,VIP,5,6.8
Pazartesi,12:00,Erkek,Agirlik Istasyonu,Premium,20,7.8
Pazartesi,12:00,Erkek,Kardiyo,Premium,3,8.3
Pazartesi,12:00,Erkek,Yuzme Havuzu,Ogrenci,8,8.2
Pazartesi,12:00,Erkek,Grup Stüdyosu,VIP,8,8.1
Pazartesi,12:00,Erkek,SPA & Sauna,Premium,15,7.1
Pazartesi,12:00,Kadin,Agirlik Istasyonu,VIP,14,6.9
Pazartesi,12:00,Kadin,Kardiyo,Standart,20,7.5
Pazartesi,12:00,Kadin,Yuzme Havuzu,VIP,8,8.3
Pazartesi,12:00,Kadin,Grup Stüdyosu,VIP,10,8.3
Pazartesi,12:00,Kadin,SPA & Sauna,VIP,12,8.0
Pazartesi,13:00,Erkek,Agirlik Istasyonu,Premium,19,8.7
Pazartesi,13:00,Erkek,Kardiyo,Premium,12,7.6
Pazartesi,13:00,Erkek,Yuzme Havuzu,Premium,11,6.8
Pazartesi,13:00,Erkek,Grup Stüdyosu,Ogrenci,3,8.8
Pazartesi,13:00,Erkek,SPA & Sauna,Ogrenci,11,8.4
Pazartesi,13:00,Kadin,Agirlik Istasyonu,Standart,13,7.1
Pazartesi,13:00,Kadin,Kardiyo,VIP,24,7.1
Pazartesi,13:00,Kadin,Yuzme Havuzu,VIP,13,8.6
Pazartesi,13:00,Kadin,Grup Stüdyosu,VIP,26,6.5
Pazartesi,13:00,Kadin,SPA & Sauna,Premium,12,8.8
Pazartesi,14:00,Erkek,Agirlik Istasyonu,Standart,19,8.1
Pazartesi,14:00,Erkek,Kardiyo,VIP,10,9.2
Pazartesi,14:00,Erkek,Yuzme Havuzu,Ogrenci,13,7.8
Pazartesi,14:00,Erkek,Grup Stüdyosu,Ogrenci,4,8.5
Pazartesi,14:00,Erkek,SPA & Sauna,VIP,8,8.3
Pazartesi,14:00,Kadin,Agirlik Istasyonu,Ogrenci,10,7.4
Pazartesi,14:00,Kadin,Kardiyo,Standart,19,7.3
Pazartesi,14:00,Kadin,Yuzme Havuzu,Standart,2,9.4
Pazartesi,14:00,Kadin,Grup Stüdyosu,Premium,15,6.6
Pazartesi,14:00,Kadin,SPA & Sauna,VIP,1,8.4
Pazartesi,15:00,Erkek,Agirlik Istasyonu,VIP,12,7.6
Pazartesi,15:00,Erkek,Kardiyo,Standart,9,8.0
Pazartesi,15:00,Erkek,Yuzme Havuzu,Premium,1,7.9
Pazartesi,15:00,Erkek,Grup Stüdyosu,Ogrenci,1,9.0
Pazartesi,15:00,Erkek,SPA & Sauna,VIP,2,8.5
Pazartesi,15:00,Kadin,Agirlik Istasyonu,Standart,15,7.3
Pazartesi,15:00,Kadin,Kardiyo,VIP,13,8.8
Pazartesi,15:00,Kadin,Yuzme Havuzu,VIP,15,6.8
Pazartesi,15:00,Kadin,Grup Stüdyosu,Standart,21,8.0
Pazartesi,15:00,Kadin,SPA & Sauna,Premium,11,7.6
Pazartesi,16:00,Erkek,Agirlik Istasyonu,Standart,18,7.1
Pazartesi,16:00,Erkek,Kardiyo,Standart,6,9.2
Pazartesi,16:00,Erkek,Yuzme Havuzu,Premium,15,8.2
Pazartesi,16:00,Erkek,Grup Stüdyosu,Ogrenci,12,8.0
Pazartesi,16:00,Erkek,SPA & Sauna,Standart,1,7.7
Pazartesi,16:00,Kadin,Agirlik Istasyonu,Standart,15,6.9
Pazartesi,16:00,Kadin,Kardiyo,VIP,24,6.4
Pazartesi,16:00,Kadin,Yuzme Havuzu,Premium,12,7.1
Pazartesi,16:00,Kadin,Grup Stüdyosu,VIP,19,6.4
Pazartesi,16:00,Kadin,SPA & Sauna,VIP,9,8.9
Pazartesi,17:00,Erkek,Agirlik Istasyonu,Ogrenci,28,8.3
Pazartesi,17:00,Erkek,Kardiyo,VIP,10,8.0
Pazartesi,17:00,Erkek,Yuzme Havuzu,Standart,15,7.8
Pazartesi,17:00,Erkek,Grup Stüdyosu,VIP,19,6.7
Pazartesi,17:00,Erkek,SPA & Sauna,Premium,21,6.5
Pazartesi,17:00,Kadin,Agirlik Istasyonu,Ogrenci,11,8.0
Pazartesi,17:00,Kadin,Kardiyo,VIP,20,6.6
Pazartesi,17:00,Kadin,Yuzme Havuzu,Standart,13,9.1
Pazartesi,17:00,Kadin,Grup Stüdyosu,Ogrenci,24,6.4
Pazartesi,17:00,Kadin,SPA & Sauna,Ogrenci,20,8.3
Pazartesi,18:00,Erkek,Agirlik Istasyonu,Premium,23,8.4
Pazartesi,18:00,Erkek,Kardiyo,VIP,7,9.1
Pazartesi,18:00,Erkek,Yuzme Havuzu,Ogrenci,14,7.6
Pazartesi,18:00,Erkek,Grup Stüdyosu,Premium,16,8.9
Pazartesi,18:00,Erkek,SPA & Sauna,Premium,7,7.1
Pazartesi,18:00,Kadin,Agirlik Istasyonu,Standart,8,8.8
Pazartesi,18:00,Kadin,Kardiyo,VIP,24,6.4
Pazartesi,18:00,Kadin,Yuzme Havuzu,Standart,10,7.9
Pazartesi,18:00,Kadin,Grup Stüdyosu,VIP,26,8.6
Pazartesi,18:00,Kadin,SPA & Sauna,Premium,10,7.1
Pazartesi,19:00,Erkek,Agirlik Istasyonu,Ogrenci,28,6.8
Pazartesi,19:00,Erkek,Kardiyo,Premium,17,7.5
Pazartesi,19:00,Erkek,Yuzme Havuzu,Standart,13,7.8
Pazartesi,19:00,Erkek,Grup Stüdyosu,Premium,12,7.6
Pazartesi,19:00,Erkek,SPA & Sauna,Premium,20,6.7
Pazartesi,19:00,Kadin,Agirlik Istasyonu,VIP,21,6.6
Pazartesi,19:00,Kadin,Kardiyo,Premium,33,7.3
Pazartesi,19:00,Kadin,Yuzme Havuzu,VIP,16,6.7
Pazartesi,19:00,Kadin,Grup Stüdyosu,VIP,22,7.3
Pazartesi,19:00,Kadin,SPA & Sauna,Standart,11,7.8
Pazartesi,20:00,Erkek,Agirlik Istasyonu,Ogrenci,18,6.5
Pazartesi,20:00,Erkek,Kardiyo,Ogrenci,15,8.0
Pazartesi,20:00,Erkek,Yuzme Havuzu,Ogrenci,14,8.6
Pazartesi,20:00,Erkek,Grup Stüdyosu,Premium,10,8.0
Pazartesi,20:00,Erkek,SPA & Sauna,Premium,14,8.2
Pazartesi,20:00,Kadin,Agirlik Istasyonu,VIP,17,6.8
Pazartesi,20:00,Kadin,Kardiyo,VIP,24,6.9
Pazartesi,20:00,Kadin,Yuzme Havuzu,VIP,21,7.1
Pazartesi,20:00,Kadin,Grup Stüdyosu,Standart,24,8.6
Pazartesi,20:00,Kadin,SPA & Sauna,Ogrenci,13,8.8
Pazartesi,21:00,Erkek,Agirlik Istasyonu,Standart,17,9.0
Pazartesi,21:00,Erkek,Kardiyo,VIP,15,8.2
Pazartesi,21:00,Erkek,Yuzme Havuzu,Standart,8,8.7
Pazartesi,21:00,Erkek,Grup Stüdyosu,VIP,7,8.3
Pazartesi,21:00,Erkek,SPA & Sauna,VIP,9,8.3
Pazartesi,21:00,Kadin,Agirlik Istasyonu,VIP,4,9.3
Pazartesi,21:00,Kadin,Kardiyo,Premium,24,7.6
Pazartesi,21:00,Kadin,Yuzme Havuzu,Ogrenci,7,7.7
Pazartesi,21:00,Kadin,Grup Stüdyosu,Ogrenci,20,6.8
Pazartesi,21:00,Kadin,SPA & Sauna,Ogrenci,3,8.1
Pazartesi,22:00,Erkek,Agirlik Istasyonu,Ogrenci,18,6.8
Pazartesi,22:00,Erkek,Kardiyo,VIP,14,7.2
Pazartesi,22:00,Erkek,Yuzme Havuzu,Premium,8,8.6
Pazartesi,22:00,Erkek,Grup Stüdyosu,Standart,11,7.4
Pazartesi,22:00,Erkek,SPA & Sauna,Ogrenci,4,9.6
Pazartesi,22:00,Kadin,Agirlik Istasyonu,Premium,15,7.5
Pazartesi,22:00,Kadin,Kardiyo,Ogrenci,18,8.5
Pazartesi,22:00,Kadin,Yuzme Havuzu,Premium,14,8.4
Pazartesi,22:00,Kadin,Grup Stüdyosu,VIP,20,8.2
Pazartesi,22:00,Kadin,SPA & Sauna,VIP,9,7.4
Sali,07:00,Erkek,Agirlik Istasyonu,Premium,26,6.7
Sali,07:00,Erkek,Kardiyo,Premium,1,7.3
Sali,07:00,Erkek,Yuzme Havuzu,VIP,4,8.3
Sali,07:00,Erkek,Grup Stüdyosu,Premium,2,8.1
Sali,07:00,Erkek,SPA & Sauna,Premium,6,8.6
Sali,07:00,Kadin,Agirlik Istasyonu,Ogrenci,14,9.0
Sali,07:00,Kadin,Kardiyo,Standart,15,6.7
Sali,07:00,Kadin,Yuzme Havuzu,Ogrenci,1,8.6
Sali,07:00,Kadin,Grup Stüdyosu,VIP,11,6.8
Sali,07:00,Kadin,SPA & Sauna,Standart,10,7.0
Sali,08:00,Erkek,Agirlik Istasyonu,Standart,8,7.2
Sali,08:00,Erkek,Kardiyo,VIP,9,6.8
Sali,08:00,Erkek,Yuzme Havuzu,VIP,3,7.9
Sali,08:00,Erkek,Grup Stüdyosu,Premium,3,7.5
Sali,08:00,Erkek,SPA & Sauna,VIP,12,8.8
Sali,08:00,Kadin,Agirlik Istasyonu,VIP,12,9.0
Sali,08:00,Kadin,Kardiyo,Premium,14,7.0
Sali,08:00,Kadin,Yuzme Havuzu,VIP,13,8.9
Sali,08:00,Kadin,Grup Stüdyosu,Standart,16,6.6
Sali,08:00,Kadin,SPA & Sauna,Premium,11,7.8
Sali,09:00,Erkek,Agirlik Istasyonu,Premium,25,7.4
Sali,09:00,Erkek,Kardiyo,VIP,13,7.7
Sali,09:00,Erkek,Yuzme Havuzu,Premium,2,9.9
Sali,09:00,Erkek,Grup Stüdyosu,VIP,6,8.0
Sali,09:00,Erkek,SPA & Sauna,Premium,15,6.6
Sali,09:00,Kadin,Agirlik Istasyonu,Standart,4,7.7
Sali,09:00,Kadin,Kardiyo,VIP,22,8.0
Sali,09:00,Kadin,Yuzme Havuzu,VIP,9,7.6
Sali,09:00,Kadin,Grup Stüdyosu,Standart,12,8.4
Sali,09:00,Kadin,SPA & Sauna,VIP,4,7.6
Sali,10:00,Erkek,Agirlik Istasyonu,VIP,18,6.8
Sali,10:00,Erkek,Kardiyo,VIP,10,7.5
Sali,10:00,Erkek,Yuzme Havuzu,VIP,4,9.4
Sali,10:00,Erkek,Grup Stüdyosu,Standart,7,8.9
Sali,10:00,Erkek,SPA & Sauna,Ogrenci,10,6.7
Sali,10:00,Kadin,Agirlik Istasyonu,VIP,9,6.8
Sali,10:00,Kadin,Kardiyo,VIP,29,7.0
Sali,10:00,Kadin,Yuzme Havuzu,Premium,3,7.0
Sali,10:00,Kadin,Grup Stüdyosu,Ogrenci,20,8.4
Sali,10:00,Kadin,SPA & Sauna,VIP,14,6.8
Sali,11:00,Erkek,Agirlik Istasyonu,Standart,8,8.5
Sali,11:00,Erkek,Kardiyo,Ogrenci,14,6.9
Sali,11:00,Erkek,Yuzme Havuzu,Premium,1,7.5
Sali,11:00,Erkek,Grup Stüdyosu,Standart,5,9.7
Sali,11:00,Erkek,SPA & Sauna,Standart,11,6.8
Sali,11:00,Kadin,Agirlik Istasyonu,Premium,12,7.1
Sali,11:00,Kadin,Kardiyo,Standart,18,7.2
Sali,11:00,Kadin,Yuzme Havuzu,VIP,6,6.8
Sali,11:00,Kadin,Grup Stüdyosu,Premium,18,8.6
Sali,11:00,Kadin,SPA & Sauna,Ogrenci,14,8.6
Sali,12:00,Erkek,Agirlik Istasyonu,Standart,16,7.8
Sali,12:00,Erkek,Kardiyo,Premium,3,8.1
Sali,12:00,Erkek,Yuzme Havuzu,Standart,11,8.3
Sali,12:00,Erkek,Grup Stüdyosu,Premium,12,7.4
Sali,12:00,Erkek,SPA & Sauna,Ogrenci,2,7.3
Sali,12:00,Kadin,Agirlik Istasyonu,Ogrenci,5,8.0
Sali,12:00,Kadin,Kardiyo,Standart,28,6.9
Sali,12:00,Kadin,Yuzme Havuzu,VIP,6,7.0
Sali,12:00,Kadin,Grup Stüdyosu,Premium,17,7.1
Sali,12:00,Kadin,SPA & Sauna,Ogrenci,7,9.1
Sali,13:00,Erkek,Agirlik Istasyonu,Standart,14,7.2
Sali,13:00,Erkek,Kardiyo,Ogrenci,3,9.3
Sali,13:00,Erkek,Yuzme Havuzu,VIP,10,7.6
Sali,13:00,Erkek,Grup Stüdyosu,Standart,4,7.5
Sali,13:00,Erkek,SPA & Sauna,Ogrenci,6,9.5
Sali,13:00,Kadin,Agirlik Istasyonu,Ogrenci,9,9.0
Sali,13:00,Kadin,Kardiyo,Standart,20,7.5
Sali,13:00,Kadin,Yuzme Havuzu,Premium,12,7.6
Sali,13:00,Kadin,Grup Stüdyosu,Standart,24,7.9
Sali,13:00,Kadin,SPA & Sauna,Standart,5,8.9
Sali,14:00,Erkek,Agirlik Istasyonu,Ogrenci,8,7.8
Sali,14:00,Erkek,Kardiyo,Ogrenci,4,7.6
Sali,14:00,Erkek,Yuzme Havuzu,Premium,14,6.4
Sali,14:00,Erkek,Grup Stüdyosu,Premium,5,9.0
Sali,14:00,Erkek,SPA & Sauna,VIP,15,6.5
Sali,14:00,Kadin,Agirlik Istasyonu,VIP,13,8.8
Sali,14:00,Kadin,Kardiyo,Premium,17,8.3
Sali,14:00,Kadin,Yuzme Havuzu,Standart,9,8.4
Sali,14:00,Kadin,Grup Stüdyosu,Ogrenci,14,8.7
Sali,14:00,Kadin,SPA & Sauna,Ogrenci,5,7.3
Sali,15:00,Erkek,Agirlik Istasyonu,Ogrenci,19,7.4
Sali,15:00,Erkek,Kardiyo,VIP,11,8.2
Sali,15:00,Erkek,Yuzme Havuzu,Standart,6,8.1
Sali,15:00,Erkek,Grup Stüdyosu,VIP,2,8.3
Sali,15:00,Erkek,SPA & Sauna,Standart,14,7.1
Sali,15:00,Kadin,Agirlik Istasyonu,Premium,14,8.8
Sali,15:00,Kadin,Kardiyo,Premium,16,8.6
Sali,15:00,Kadin,Yuzme Havuzu,Ogrenci,2,9.0
Sali,15:00,Kadin,Grup Stüdyosu,Premium,18,6.4
Sali,15:00,Kadin,SPA & Sauna,Standart,4,8.9
Sali,16:00,Erkek,Agirlik Istasyonu,Premium,16,8.3
Sali,16:00,Erkek,Kardiyo,Ogrenci,14,8.4
Sali,16:00,Erkek,Yuzme Havuzu,Premium,15,9.0
Sali,16:00,Erkek,Grup Stüdyosu,VIP,11,7.3
Sali,16:00,Erkek,SPA & Sauna,Ogrenci,3,8.8
Sali,16:00,Kadin,Agirlik Istasyonu,Ogrenci,9,8.4
Sali,16:00,Kadin,Kardiyo,Premium,25,8.7
Sali,16:00,Kadin,Yuzme Havuzu,Premium,11,6.6
Sali,16:00,Kadin,Grup Stüdyosu,Premium,12,6.9
Sali,16:00,Kadin,SPA & Sauna,Standart,11,7.7
Sali,17:00,Erkek,Agirlik Istasyonu,Ogrenci,20,8.9
Sali,17:00,Erkek,Kardiyo,Premium,10,7.0
Sali,17:00,Erkek,Yuzme Havuzu,Standart,20,6.7
Sali,17:00,Erkek,Grup Stüdyosu,VIP,7,9.3
Sali,17:00,Erkek,SPA & Sauna,Ogrenci,23,6.7
Sali,17:00,Kadin,Agirlik Istasyonu,Standart,7,8.6
Sali,17:00,Kadin,Kardiyo,VIP,20,6.7
Sali,17:00,Kadin,Yuzme Havuzu,Standart,14,8.5
Sali,17:00,Kadin,Grup Stüdyosu,Standart,25,7.5
Sali,17:00,Kadin,SPA & Sauna,Ogrenci,21,8.4
Sali,18:00,Erkek,Agirlik Istasyonu,Premium,23,6.5
Sali,18:00,Erkek,Kardiyo,VIP,15,8.0
Sali,18:00,Erkek,Yuzme Havuzu,VIP,21,8.5
Sali,18:00,Erkek,Grup Stüdyosu,Premium,22,6.8
Sali,18:00,Erkek,SPA & Sauna,Standart,13,8.9
Sali,18:00,Kadin,Agirlik Istasyonu,Ogrenci,6,8.4
Sali,18:00,Kadin,Kardiyo,VIP,30,7.0
Sali,18:00,Kadin,Yuzme Havuzu,VIP,13,9.2
Sali,18:00,Kadin,Grup Stüdyosu,Premium,28,8.5
Sali,18:00,Kadin,SPA & Sauna,VIP,7,9.0
Sali,19:00,Erkek,Agirlik Istasyonu,VIP,33,7.9
Sali,19:00,Erkek,Kardiyo,Premium,13,9.2
Sali,19:00,Erkek,Yuzme Havuzu,Premium,12,8.0
Sali,19:00,Erkek,Grup Stüdyosu,Premium,6,6.9
Sali,19:00,Erkek,SPA & Sauna,Premium,7,7.2
Sali,19:00,Kadin,Agirlik Istasyonu,Ogrenci,8,6.6
Sali,19:00,Kadin,Kardiyo,Ogrenci,23,7.7
Sali,19:00,Kadin,Yuzme Havuzu,Ogrenci,18,7.6
Sali,19:00,Kadin,Grup Stüdyosu,VIP,20,8.7
Sali,19:00,Kadin,SPA & Sauna,VIP,14,7.6
Sali,20:00,Erkek,Agirlik Istasyonu,Premium,27,7.7
Sali,20:00,Erkek,Kardiyo,Standart,18,6.5
Sali,20:00,Erkek,Yuzme Havuzu,Ogrenci,21,6.6
Sali,20:00,Erkek,Grup Stüdyosu,Premium,24,8.7
Sali,20:00,Erkek,SPA & Sauna,Premium,17,7.6
Sali,20:00,Kadin,Agirlik Istasyonu,Standart,12,6.5
Sali,20:00,Kadin,Kardiyo,Premium,25,6.8
Sali,20:00,Kadin,Yuzme Havuzu,Ogrenci,16,8.2
Sali,20:00,Kadin,Grup Stüdyosu,Ogrenci,30,8.4
Sali,20:00,Kadin,SPA & Sauna,Premium,18,6.5
Sali,21:00,Erkek,Agirlik Istasyonu,Premium,19,6.9
Sali,21:00,Erkek,Kardiyo,Premium,5,6.8
Sali,21:00,Erkek,Yuzme Havuzu,Premium,14,7.0
Sali,21:00,Erkek,Grup Stüdyosu,Premium,12,8.9
Sali,21:00,Erkek,SPA & Sauna,Ogrenci,1,7.7
Sali,21:00,Kadin,Agirlik Istasyonu,VIP,12,7.9
Sali,21:00,Kadin,Kardiyo,VIP,28,7.8
Sali,21:00,Kadin,Yuzme Havuzu,Premium,15,9.0
Sali,21:00,Kadin,Grup Stüdyosu,Standart,15,8.9
Sali,21:00,Kadin,SPA & Sauna,VIP,5,9.0
Sali,22:00,Erkek,Agirlik Istasyonu,Premium,20,6.1
Sali,22:00,Erkek,Kardiyo,Standart,14,7.8
Sali,22:00,Erkek,Yuzme Havuzu,VIP,15,8.1
Sali,22:00,Erkek,Grup Stüdyosu,VIP,9,8.4
Sali,22:00,Erkek,SPA & Sauna,Standart,1,9.0
Sali,22:00,Kadin,Agirlik Istasyonu,Ogrenci,6,7.3
Sali,22:00,Kadin,Kardiyo,Premium,16,7.7
Sali,22:00,Kadin,Yuzme Havuzu,Ogrenci,15,8.2
Sali,22:00,Kadin,Grup Stüdyosu,Premium,9,7.8
Sali,22:00,Kadin,SPA & Sauna,Standart,15,8.9
Carsamba,07:00,Erkek,Agirlik Istasyonu,Premium,29,7.2
Carsamba,07:00,Erkek,Kardiyo,Premium,3,8.0
Carsamba,07:00,Erkek,Yuzme Havuzu,VIP,2,8.7
Carsamba,07:00,Erkek,Grup Stüdyosu,Standart,1,7.2
Carsamba,07:00,Erkek,SPA & Sauna,VIP,9,8.7
Carsamba,07:00,Kadin,Agirlik Istasyonu,VIP,13,8.8
Carsamba,07:00,Kadin,Kardiyo,Premium,25,6.6
Carsamba,07:00,Kadin,Yuzme Havuzu,Standart,9,7.0
Carsamba,07:00,Kadin,Grup Stüdyosu,Premium,14,8.3
Carsamba,07:00,Kadin,SPA & Sauna,Premium,6,6.7
Carsamba,08:00,Erkek,Agirlik Istasyonu,VIP,13,8.0
Carsamba,08:00,Erkek,Kardiyo,VIP,11,7.6
Carsamba,08:00,Erkek,Yuzme Havuzu,Ogrenci,11,7.2
Carsamba,08:00,Erkek,Grup Stüdyosu,Ogrenci,12,7.4
Carsamba,08:00,Erkek,SPA & Sauna,VIP,6,8.3
Carsamba,08:00,Kadin,Agirlik Istasyonu,Ogrenci,2,8.4
Carsamba,08:00,Kadin,Kardiyo,Premium,22,6.2
Carsamba,08:00,Kadin,Yuzme Havuzu,Premium,12,7.0
Carsamba,08:00,Kadin,Grup Stüdyosu,Ogrenci,15,7.5
Carsamba,08:00,Kadin,SPA & Sauna,Standart,4,9.6
Carsamba,09:00,Erkek,Agirlik Istasyonu,Premium,21,8.7
Carsamba,09:00,Erkek,Kardiyo,VIP,7,8.9
Carsamba,09:00,Erkek,Yuzme Havuzu,Premium,3,8.1
Carsamba,09:00,Erkek,Grup Stüdyosu,Standart,7,8.7
Carsamba,09:00,Erkek,SPA & Sauna,Premium,7,8.6
Carsamba,09:00,Kadin,Agirlik Istasyonu,Ogrenci,9,9.0
Carsamba,09:00,Kadin,Kardiyo,Ogrenci,16,8.9
Carsamba,09:00,Kadin,Yuzme Havuzu,Standart,10,6.7
Carsamba,09:00,Kadin,Grup Stüdyosu,Premium,17,6.7
Carsamba,09:00,Kadin,SPA & Sauna,Premium,11,8.6
Carsamba,10:00,Erkek,Agirlik Istasyonu,Ogrenci,28,6.0
Carsamba,10:00,Erkek,Kardiyo,VIP,10,7.7
Carsamba,10:00,Erkek,Yuzme Havuzu,Ogrenci,10,6.9
Carsamba,10:00,Erkek,Grup Stüdyosu,Standart,6,7.6
Carsamba,10:00,Erkek,SPA & Sauna,Standart,5,8.0
Carsamba,10:00,Kadin,Agirlik Istasyonu,VIP,7,8.4
Carsamba,10:00,Kadin,Kardiyo,Standart,20,6.4
Carsamba,10:00,Kadin,Yuzme Havuzu,Premium,7,7.8
Carsamba,10:00,Kadin,Grup Stüdyosu,Standart,13,7.0
Carsamba,10:00,Kadin,SPA & Sauna,VIP,7,7.0
Carsamba,11:00,Erkek,Agirlik Istasyonu,VIP,14,8.9
Carsamba,11:00,Erkek,Kardiyo,Premium,2,9.7
Carsamba,11:00,Erkek,Yuzme Havuzu,Premium,7,9.5
Carsamba,11:00,Erkek,Grup Stüdyosu,VIP,5,7.4
Carsamba,11:00,Erkek,SPA & Sauna,Ogrenci,7,8.6
Carsamba,11:00,Kadin,Agirlik Istasyonu,Ogrenci,15,9.2
Carsamba,11:00,Kadin,Kardiyo,Standart,26,8.2
Carsamba,11:00,Kadin,Yuzme Havuzu,Standart,1,8.6
Carsamba,11:00,Kadin,Grup Stüdyosu,Ogrenci,11,7.7
Carsamba,11:00,Kadin,SPA & Sauna,Ogrenci,4,8.0
Carsamba,12:00,Erkek,Agirlik Istasyonu,Ogrenci,23,8.4
Carsamba,12:00,Erkek,Kardiyo,Premium,11,8.2
Carsamba,12:00,Erkek,Yuzme Havuzu,Ogrenci,3,8.5
Carsamba,12:00,Erkek,Grup Stüdyosu,Ogrenci,14,7.8
Carsamba,12:00,Erkek,SPA & Sauna,VIP,3,8.2
Carsamba,12:00,Kadin,Agirlik Istasyonu,Ogrenci,14,7.1
Carsamba,12:00,Kadin,Kardiyo,VIP,11,7.4
Carsamba,12:00,Kadin,Yuzme Havuzu,Standart,6,7.0
Carsamba,12:00,Kadin,Grup Stüdyosu,Ogrenci,20,7.0
Carsamba,12:00,Kadin,SPA & Sauna,Premium,5,7.0
Carsamba,13:00,Erkek,Agirlik Istasyonu,Ogrenci,23,6.4
Carsamba,13:00,Erkek,Kardiyo,Standart,5,9.7
Carsamba,13:00,Erkek,Yuzme Havuzu,Premium,12,6.5
Carsamba,13:00,Erkek,Grup Stüdyosu,Premium,2,7.1
Carsamba,13:00,Erkek,SPA & Sauna,Standart,2,9.9
Carsamba,13:00,Kadin,Agirlik Istasyonu,Standart,12,8.3
Carsamba,13:00,Kadin,Kardiyo,Standart,19,7.3
Carsamba,13:00,Kadin,Yuzme Havuzu,Premium,12,8.6
Carsamba,13:00,Kadin,Grup Stüdyosu,VIP,20,8.3
Carsamba,13:00,Kadin,SPA & Sauna,Premium,15,8.5
Carsamba,14:00,Erkek,Agirlik Istasyonu,Premium,19,6.7
Carsamba,14:00,Erkek,Kardiyo,Standart,7,6.9
Carsamba,14:00,Erkek,Yuzme Havuzu,Premium,7,8.0
Carsamba,14:00,Erkek,Grup Stüdyosu,VIP,9,6.8
Carsamba,14:00,Erkek,SPA & Sauna,Ogrenci,15,8.2
Carsamba,14:00,Kadin,Agirlik Istasyonu,Ogrenci,8,9.3
Carsamba,14:00,Kadin,Kardiyo,Ogrenci,23,7.4
Carsamba,14:00,Kadin,Yuzme Havuzu,Ogrenci,11,7.5
Carsamba,14:00,Kadin,Grup Stüdyosu,Ogrenci,10,8.5
Carsamba,14:00,Kadin,SPA & Sauna,Premium,2,8.8
Carsamba,15:00,Erkek,Agirlik Istasyonu,VIP,25,6.9
Carsamba,15:00,Erkek,Kardiyo,Standart,11,6.8
Carsamba,15:00,Erkek,Yuzme Havuzu,Premium,14,7.3
Carsamba,15:00,Erkek,Grup Stüdyosu,VIP,2,8.1
Carsamba,15:00,Erkek,SPA & Sauna,Ogrenci,3,7.6
Carsamba,15:00,Kadin,Agirlik Istasyonu,Ogrenci,15,8.0
Carsamba,15:00,Kadin,Kardiyo,Standart,9,7.7
Carsamba,15:00,Kadin,Yuzme Havuzu,Premium,11,7.9
Carsamba,15:00,Kadin,Grup Stüdyosu,Premium,17,8.5
Carsamba,15:00,Kadin,SPA & Sauna,Standart,7,8.4
Carsamba,16:00,Erkek,Agirlik Istasyonu,Premium,17,8.7
Carsamba,16:00,Erkek,Kardiyo,VIP,4,8.0
Carsamba,16:00,Erkek,Yuzme Havuzu,VIP,9,8.6
Carsamba,16:00,Erkek,Grup Stüdyosu,Premium,11,6.7
Carsamba,16:00,Erkek,SPA & Sauna,Ogrenci,13,8.0
Carsamba,16:00,Kadin,Agirlik Istasyonu,Standart,5,7.4
Carsamba,16:00,Kadin,Kardiyo,Standart,25,7.8
Carsamba,16:00,Kadin,Yuzme Havuzu,Standart,11,8.8
Carsamba,16:00,Kadin,Grup Stüdyosu,Premium,20,6.7
Carsamba,16:00,Kadin,SPA & Sauna,Premium,3,9.4
Carsamba,17:00,Erkek,Agirlik Istasyonu,Standart,25,6.0
Carsamba,17:00,Erkek,Kardiyo,Ogrenci,13,7.4
Carsamba,17:00,Erkek,Yuzme Havuzu,Standart,17,8.0
Carsamba,17:00,Erkek,Grup Stüdyosu,VIP,11,9.4
Carsamba,17:00,Erkek,SPA & Sauna,Ogrenci,21,7.5
Carsamba,17:00,Kadin,Agirlik Istasyonu,Standart,12,6.9
Carsamba,17:00,Kadin,Kardiyo,Ogrenci,20,6.4
Carsamba,17:00,Kadin,Yuzme Havuzu,VIP,8,7.5
Carsamba,17:00,Kadin,Grup Stüdyosu,VIP,21,7.6
Carsamba,17:00,Kadin,SPA & Sauna,Ogrenci,10,6.5
Carsamba,18:00,Erkek,Agirlik Istasyonu,VIP,20,7.0
Carsamba,18:00,Erkek,Kardiyo,Premium,20,6.2
Carsamba,18:00,Erkek,Yuzme Havuzu,VIP,8,8.2
Carsamba,18:00,Erkek,Grup Stüdyosu,Premium,10,6.7
